업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,꿀꿀이대패파삼,"청주시 서원구 창신로21번길 1 (사창동,(1층))",청주시 서원구 사창동 287-12 (1층) ,043-276-5665,한식
일반음식점,머물고싶은자리,"청주시 서원구 산남로70번길 34 (산남동,미소시티  103호)",청주시 서원구 산남동 581 미소시티  103호 ,,까페
일반음식점,분평해장국,"청주시 서원구 월평로 7, 지상1층 108호, 109호 (분평동, 퓨전빌딩)","청주시 서원구 분평동 1224 퓨전빌딩 (지상1층) 108호, 109호",043-288-3646,한식
일반음식점,토속영양탕,"청주시 서원구 수곡로 16, 1층 (분평동)",청주시 서원구 분평동 998 (1층) ,043-285-0010,한식
일반음식점,실크리버컨트리클럽 그늘집1,"청주시 서원구 남이면 문곡구절골길 235, 1층",청주시 서원구 남이면 산막리 121 외 12필지(1층) ,043-277-5432,기타
일반음식점,실크리버컨트리클럽 그늘집3,"청주시 서원구 남이면 문곡구절골길 235, 1층",청주시 서원구 남이면 산막리 121 외 12필지(1층) ,043-277-5432,기타
일반음식점,제일한식식당,"청주시 서원구 남이면 2순환로 1777, 1층",청주시 서원구 남이면 양촌리 10-2 (1층) ,043-298-1689,한식
일반음식점,청우대한우,"청주시 서원구 남이면 대림로 239, 1층",청주시 서원구 남이면 석판리 347-2 (1층) ,043-238-1592,식육(숯불구이)
일반음식점,한끼식당,"청주시 서원구 구룡산로52번가길 12, 1층 (성화동)",청주시 서원구 성화동 921 (1층) ,043-292-0930,경양식
일반음식점,명성관,"청주시 서원구 두꺼비로78번길 17-7, 1층 (산남동)",청주시 서원구 산남동 550 (1층) ,043-256-0013,중국식
일반음식점,미소분식,"청주시 서원구 신율로 57 (개신동,(1층))",청주시 서원구 개신동 603 (1층) ,,한식
일반음식점,더쉐프,"청주시 서원구 산미로 95, 1동 1층 (산남동)","청주시 서원구 산남동 47-3 , 1동 1층 ",043-283-3722,까페
일반음식점,피자마루&치킨매니아 개신사직점,"청주시 서원구 모충로25번길 23, 대광빌딩 1층 (개신동)",청주시 서원구 개신동 3-28 대광빌딩 1층 ,043-263-1082,패스트푸드
일반음식점,베스트,"청주시 서원구 신화로 38 (성화동,(501호))",청주시 서원구 성화동 451 (501호) ,043-238-7878,한식
일반음식점,광어2마리17000원,"청주시 서원구 탑골로37번길 14 (산남동,(1층))",청주시 서원구 산남동 1206 (1층) ,043-288-1701,횟집
일반음식점,비비큐(BBQ)사직.사창점,"청주시 서원구 창직로29번길 30 (사창동,(1층))",청주시 서원구 사창동 359-21 (1층) ,043-269-2244,통닭(치킨)
일반음식점,뽀까치기,"청주시 서원구 신율로 49 (개신동,(114, 115호))","청주시 서원구 개신동 611 (114, 115호) ",043-232-4457,한식
일반음식점,황제코다리,"청주시 서원구 산남로10번길 18-1, 1층 (산남동)",청주시 서원구 산남동 472 (1층) ,,한식
일반음식점,일미리금계찜닭충북대점,"청주시 서원구 1순환로672번길 62 (사창동,(1층))",청주시 서원구 사창동 460 (1층) ,,분식
일반음식점,여명일품식당,"청주시 서원구 창신로 34, 1층 (사창동)",청주시 서원구 사창동 262-14 1층 ,043-260-8448,한식
일반음식점,참숯계림닭갈비,"청주시 서원구 모충로 31, 1층 (개신동)",청주시 서원구 개신동 2-19 (1층) ,043-266-9222,한식
일반음식점,돌이와순이,"청주시 서원구 구룡산로338번길 16-7, 1층 (수곡동)",청주시 서원구 수곡동 176-7 (1층) ,043-250-1377,한식
일반음식점,울대마을분평점,"청주시 서원구 원마루로14번길 18, 1층 (분평동)",청주시 서원구 분평동 1320 (1층) ,043-296-0512,한식
일반음식점,고향칼국수,"청주시 서원구 신율로53번길 58 (개신동,(1층))",청주시 서원구 개신동 605 (1층) ,,기타
일반음식점,국수나무산남점,"청주시 서원구 산남로24번길 3 (산남동,외 1필지 103호(1층))",청주시 서원구 산남동 498 외 1필지 103호(1층) ,043-288-6661,한식
일반음식점,대성생고기,"청주시 서원구 수곡로5번길 50, 1층 (수곡동)",청주시 서원구 수곡동 939 (1층) ,043-2948-985,한식
일반음식점,장각집,"청주시 서원구 원마루로10번길 9, 1층 (분평동)",청주시 서원구 분평동 1324 (1층) ,,한식
일반음식점,동해반점,"청주시 서원구 창신로25번길 6 (사창동,(1층))",청주시 서원구 사창동 265-9 (1층) ,043-271-8080,중국식
일반음식점,복실이식당,"청주시 서원구 매봉로2번길 40 (분평동,(1층))",청주시 서원구 분평동 296-8 (1층) ,,분식
일반음식점,탑피자(TOP PIZZA)분평1호점,"청주시 서원구 1순환로1107번길 17 (분평동,108호)",청주시 서원구 분평동 1384 108호 ,043-291-5092,한식
일반음식점,대명식당,"청주시 서원구 수영로24번길 6 (수곡동,(1층))",청주시 서원구 수곡동 67-14 (1층) ,043-294-3311,한식
일반음식점,황가(家)네 춘천닭갈비,"청주시 서원구 산남로10번길 18-2, 1층 (산남동)",청주시 서원구 산남동 474 (1층) ,043-292-8893,한식
일반음식점,대박자연산버섯찌개,"청주시 서원구 호국로13번길 3, 1층 (모충동)",청주시 서원구 모충동 435-1 (1층) ,043-264-6066,한식
일반음식점,태리로제떡볶이&닭강정 사창점,"청주시 서원구 내수동로 130, 1층 5호 (사창동, 평화아파트)",청주시 서원구 사창동 272-2 평화아파트(1층) 5호,043-272-2277,분식
일반음식점,싱싱회수산,"청주시 서원구 수곡로68번길 8-1 (수곡동,(1층))",청주시 서원구 수곡동 858 (1층) ,043-288-9259,한식
일반음식점,청천순대,"청주시 서원구 창직로 18 (사창동,외1필지(1층))",청주시 서원구 사창동 366-40 외1필지(1층) ,070-8842-1848,한식
일반음식점,마쯔,"청주시 서원구 산남로24번길 18-8, 1층 (산남동)",청주시 서원구 산남동 450 (1층) ,043-283-8440,까페
일반음식점,두꺼비식당산남점,"청주시 서원구 산남로62번길 25, 1층 101호, 102호 (산남동, 남양빌딩 )","청주시 서원구 산남동 590 남양빌딩 (1층) 101호, 102호",043-295-8847,한식
일반음식점,2교시간식시간,"청주시 서원구 서원남로 49 (모충동,(1층))",청주시 서원구 모충동 245-7 (1층) ,,한식
일반음식점,용감한족발,"청주시 서원구 원흥로 9, 1층 (산남동)",청주시 서원구 산남동 48 (1층) ,043-285-2067,한식
일반음식점,육플러스,"청주시 서원구 원마루로20번길 16, 1층 (분평동)",청주시 서원구 분평동 1289 (1층) ,043-295-0324,한식
일반음식점,사직동손칼국수,청주시 서원구 대원로20번길 48 (사직동),청주시 서원구 사직동 263-23 ,043-262-8115,한식
일반음식점,엣찌분식,"청주시 서원구 천석로 10-1, 1층 (사창동)",청주시 서원구 사창동 250-10 1층 ,043-263-3627,분식
일반음식점,한라산도새기,"청주시 서원구 용평로113번길 37, 나동 1층 (분평동)",청주시 서원구 분평동 631 (1층) 나동 ,043-284-3394,한식
일반음식점,조도령삼계탕,"청주시 서원구 용평로113번길 37, 다동 1층 (분평동)",청주시 서원구 분평동 631 (1층) 다동 ,043-284-3394,한식
일반음식점,양지마루,"청주시 서원구 호국로37번길 53-1 (사직동,(1층))",청주시 서원구 사직동 693-30 (1층) ,043-900-0333,한식
일반음식점,고모네추어탕,"청주시 서원구 내수동로 132 (사창동,(1층))",청주시 서원구 사창동 271 (1층) ,043-266-3690,한식
일반음식점,맛난김밥사랑,"청주시 서원구 사직대로265번길 19 (사직동,(1층))",청주시 서원구 사직동 267-1 (1층) ,043-260-1951,김밥(도시락)
일반음식점,이가네칼국수,"청주시 서원구 산남로24번길 23-3, 1층 (산남동)",청주시 서원구 산남동 414 (1층) ,043-293-1511,한식
일반음식점,한우요,"청주시 서원구 충렬로58번길 2 (사직동,(1층))",청주시 서원구 사직동 687-19 (1층) ,,한식
일반음식점,오작교,"청주시 서원구 내수동로108번길 23, 2층 (사창동)",청주시 서원구 사창동 445 (2층) ,,호프/통닭
일반음식점,무거바~뒷고기!,"청주시 서원구 신율로53번길 12 (개신동,(1층))",청주시 서원구 개신동 608 (1층) ,,한식
일반음식점,네네치킨(분평점),"청주시 서원구 1순환로 1109, 1층 102호, 103호 (분평동, 호인리더스빌딩)","청주시 서원구 분평동 1368 호인리더스빌딩(1층) 102호, 103호 ",043-295-4479,호프/통닭
일반음식점,착한치킨 사직동,"청주시 서원구 충렬로 74 (사직동,( 1층 5호, 8호))","청주시 서원구 사직동 692 ( 1층 5호, 8호) ",043-271-5292,호프/통닭
일반음식점,팔팔생고기,"청주시 서원구 산남로 68, 1층 104호, 105호 (산남동)","청주시 서원구 산남동 659 (1층) 104호, 105호 ",043-297-8838,식육(숯불구이)
일반음식점,청해가,"청주시 서원구 두꺼비로94번길 12-17 (산남동, (1층))",청주시 서원구 산남동 538 (1층) ,043-292-3306,일식
일반음식점,다송치킨,"청주시 서원구 서원남로 10 (모충동,(1층))",청주시 서원구 모충동 124-8 (1층) ,,통닭(치킨)
일반음식점,달빛생고기전문,"청주시 서원구 충렬로 74, 1층 2호,6호 (사직동)","청주시 서원구 사직동 692 (1층) 2호,6호 ",043-265-9285,한식
일반음식점,황금돼지,"청주시 서원구 매봉로12번길 47, 1층 (분평동)","청주시 서원구 분평동 299-2 , 1층 ",,한식
일반음식점,어도해물요리전문점,"청주시 서원구 구룡산로375번길 48, 1층 (수곡동)",청주시 서원구 수곡동 82-16 1층 ,043-285-8255,한식
일반음식점,장어야,"청주시 서원구 두꺼비로94번길 26-10, 1층 (산남동)",청주시 서원구 산남동 561 (1층) ,070-7520-6048,한식
일반음식점,잭아저씨보쌈&족발,"청주시 서원구 모충로 67 (모충동,외 1필지(1층))",청주시 서원구 모충동 498-10 외 1필지(1층) ,043-277-9988,한식
일반음식점,뮤,"청주시 서원구 산남로 49, 4층 (산남동)",청주시 서원구 산남동 838 (4층) ,043-285-7700,까페
일반음식점,청정원 원마루 족발과 전,"청주시 서원구 원마루로8번길 7-2, 1층 (분평동)",청주시 서원구 분평동 1340 (1층) ,043-234-6636,분식
일반음식점,"도원아구찜,해물탕","청주시 서원구 용호로5번길 52, 1층 (죽림동)",청주시 서원구 죽림동 307 (1층) ,043-235-3636,한식
일반음식점,동태찌게유명한집,"청주시 서원구 예체로 141 (사창동,(1층))",청주시 서원구 사창동 242-29 (1층) ,043-268-1140,한식
일반음식점,웰빙콩나물밥,"청주시 서원구 내수동로 159 (사창동,(1층))",청주시 서원구 사창동 304-8 (1층) ,070-4330-5579,한식
일반음식점,초밥한조각 사직점,"청주시 서원구 예체로29번길 3, 1층 (사직동)",청주시 서원구 사직동 938 (1층) ,,일식
일반음식점,민걸민걸,"청주시 서원구 산남로24번길 23-1 (산남동,(1층))",청주시 서원구 산남동 415 (1층) ,043-298-3092,한식
일반음식점,염소총각,"청주시 서원구 청남로1945번길 32-1 (분평동,(1층))",청주시 서원구 분평동 330-5 (1층) ,043-283-5262,한식
일반음식점,육수당분평점,"청주시 서원구 1순환로1107번길 21, 104호호 (분평동,조은주차빌딩)",청주시 서원구 분평동 1383 조은주차빌딩 104호호,043-286-1133,한식
일반음식점,이차돌청주산남점,"청주시 서원구 산남로62번길 26, 1층 101 일부호 (산남동)",청주시 서원구 산남동 603 (1층) 101호 일부 ,043-288-8688,한식
일반음식점,본죽성화점,"청주시 서원구 신화로 38, 파워프라자 1층 104호 (성화동)",청주시 서원구 성화동 451 파워프라자(1층) 104호,043-236-7096,한식
일반음식점,김밥천국,"청주시 서원구 예체로29번길 3 (사직동,6공구 상가(1층))",청주시 서원구 사직동 938 6공구 상가(1층) ,043-273-1008,분식
일반음식점,마장동참숯뒷고기랑막창,"청주시 서원구 두꺼비로78번길 25, 104,105호 (산남동)","청주시 서원구 산남동 569 104,105호 ",043-284-3396,한식
일반음식점,간이역 산남점,"청주시 서원구 탑골로13번길 8-2 (산남동,(1층))",청주시 서원구 산남동 1147 (1층) ,043-286-3775,호프/통닭
일반음식점,가장맛있는족발(산남점),"청주시 서원구 산남로62번길 15, 1층 104호, 105호 (산남동, 두꺼비빌딩)","청주시 서원구 산남동 588 외1필지(두꺼비빌딩, 1층) 104호, 105호",,한식
일반음식점,국수나무,"청주시 서원구 사직대로 115, 1층 (사창동, 103호)","청주시 서원구 사창동 222-7 (1층, 103호) ",043-272-2752,분식
일반음식점,전통황실양고기,"청주시 서원구 2순환로 1618, 2층 (미평동)",청주시 서원구 미평동 산 67-3 (2층) ,043-288-4956,식육(숯불구이)
일반음식점,감탄성화점,"청주시 서원구 신화로 33 (성화동,(110)호)",청주시 서원구 성화동 439 (110)호 ,043-233-5888,분식
일반음식점,힘찬낙지,"청주시 서원구 예체로67번길 62, 1층 (사창동)",청주시 서원구 사창동 357-25 (1층) ,043-267-1006,한식
일반음식점,79대포 청주산남점,"청주시 서원구 산남로62번길 25 (산남동, (남양빌딩 106호 (1층)))",청주시 서원구 산남동 590 (남양빌딩 106호 (1층)) ,043-902-7386,호프/통닭
일반음식점,돈스치킨,"청주시 서원구 성봉로169번길 41-4 (개신동,(1층))",청주시 서원구 개신동 651 (1층) ,043-266-9922,한식
일반음식점,성미아구찜,"청주시 서원구 사운로85번길 9, 1층 (사직동)",청주시 서원구 사직동 265-20 (1층) ,043-266-8180,한식
일반음식점,대선집,"청주시 서원구 구룡산로51번다길 4, 조은빌 1층 (성화동)",청주시 서원구 성화동 857 조은빌 1층 ,043-233-2212,한식
일반음식점,노군꼬치 산남점,"청주시 서원구 산남로62번길 25, 111호 (산남동,남양빌딩)",청주시 서원구 산남동 590 남양빌딩 111호,043-287-0079,기타
일반음식점,오모가리김치찌개,"청주시 서원구 두꺼비로78번길 63-8, 1층 (산남동)",청주시 서원구 산남동 624 (1층) ,043-286-1883,한식
일반음식점,뚱보집(산남점),"청주시 서원구 산남로 56, 1층 107호 (산남동)","청주시 서원구 산남동 655 , 1층 ",043-295-5882,한식
일반음식점,강정이기가막혀&웰덤치킨청주1호점,"청주시 서원구 1순환로1013번길 17, 1층 (분평동)","청주시 서원구 분평동 340-10 , 1층 ",,한식
일반음식점,미지예제주도돼지연탄구이,"청주시 서원구 수곡로 111-1 (수곡동,(1층))",청주시 서원구 수곡동 652 (1층) ,043-283-3507,한식
